food_category	restaurant	item_name	item_description	calories	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	dietary_fiber	sugar	protein	health_score	reasoning	food_type	protein_type	
Burgers	Steak 'N Shake	Portobello and Swiss Steakburger	"Portobello and Swiss Steakburger, Steakburgers"	740	50	16	1.5	95	860	36	2	9	29	4.4	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Steak 'N Shake	Potato and Egg Breakfast Taco	"Potato and Egg Breakfast Taco, Breakfast"	190	10	4	1	115	490	20	0	1	5	5.6	"High: trans fat, cholesterol | Low: dietary fiber, protein"	Sandwiches	Egg	
Burgers	Steak 'N Shake	Garlic Double Steakburger	"Garlic Double Steakburger, Steakburgers"	730	50	17	1.5	90	1340	33	1	8	28	4	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Steak 'N Shake	"Foot Long, Chili n Cheese"	"Foot Long, Chili n Cheese, Steak Frank and Footlongs"	730	45	22	1	115	1600	48	4	6	33	4.5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Steak 'N Shake	"Classic Foot Long, Mustard"	"Classic Foot Long, Mustard, Steak Frank and Footlongs"	390	23	8	1	45	1080	32	1	4	13	5.4	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Burgers	Steak 'N Shake	Bacon Lovers Steakburger	"Bacon Lovers Steakburger, Steakburgers"	870	55	23	1.5	145	2070	34	1	9	46	3.2	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Pork	
Sandwiches	Steak 'N Shake	Bacon Biscuit	"Bacon Biscuit, Breakfast"	380	25	18	0	10	1060	33	1	3	8	6.2	"High: saturated fat, sodium | Low: dietary fiber, protein"	Sandwiches	Pork	
Burgers	Steak 'N Shake	Prime Steakburger	"Prime Steakburger, Steakburgers"	780	44	22	2	50	1850	56	3	11	37	4.5	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Steak 'N Shake	Veggie Melt with Portobellos	"Veggie Melt with Portobellos, Melts"	620	45	11	0	25	1000	44	11	8	16	7.8	"High: total fat, saturated fat, sodium"	Sandwiches	Veggie	
Burgers	Steak 'N Shake	Bacon 'n Cheese Triple Steakburger	"Bacon 'n Cheese Triple Steakburger, Steakburgers"	1030	74	30	2.5	170	1920	32	1	7	52	3.1	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Pork	
Burgers	Steak 'N Shake	Butter Steakburger	"Butter Steakburger, Steakburgers"	870	65	30	1.5	150	1150	34	2	9	28	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Soup	Steak 'N Shake	"Chili, Genuine (NYC) - Cup"	"Chili, Genuine (NYC) - Cup, Chili"	570	34	19	1	90	1080	36	7	2	30	6	"High: total fat, saturated fat, trans fat, sodium"	Soup	Beef	
Sandwiches	Steak 'N Shake	Grilled Cheese Steakburger Melt	"Grilled Cheese Steakburger Melt, Melts"	650	41	16	1	65	1250	41	2	2	25	4.8	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Salads	Steak 'N Shake	Garden Fresh Salad	"Garden Fresh Salad, Salads"	310	19	12	0	60	480	18	5	6	18	8.4	High: saturated fat | Low: dietary fiber	Salads	Veggie	
Sandwiches	Steak 'N Shake	"Foot Long, Chili n Cheese (NYC)"	"Foot Long, Chili n Cheese (NYC), Steak Frank and Footlongs"	730	46	22	1.5	115	1580	47	4	5	33	4.5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Burgers	Steak 'N Shake	Pork Belly Steakburger	"Pork Belly Steakburger, Steakburgers"	740	47	17	1.5	75	1490	45	1	19	24	3.5	"High: calories, total fat, saturated fat, trans fat, sodium, sugar | Low: dietary fiber"	Burgers	Pork	
Sandwiches	Taco Bell	Bean Burrito (V)	"Bean Burrito (V), Burritos, Veggie Cravings"	350	9	4	0	5	1040	55	10	3	13	9.9	High: sodium	Sandwiches	Veggie	
Sandwiches	Taco Bell	Burrito Supreme - Beef	"Burrito Supreme - Beef, Burritos"	400	14	6	0	25	1130	51	8	4	16	9.2	High: sodium	Sandwiches	Beef	
Sandwiches	Taco Bell	Burrito Supreme - Chicken	"Burrito Supreme - Chicken, Burritos"	370	11	5	0	35	1150	49	7	4	19	9.2	High: sodium	Sandwiches	Chicken	
Sandwiches	Taco Bell	Burrito Supreme - Steak	"Burrito Supreme - Steak, Burritos"	380	12	6	0	30	1160	50	7	5	19	9	High: sodium	Sandwiches	Beef	
Sandwiches	Taco Bell	Crunchy Taco Supreme	"Crunchy Taco Supreme, Tacos"	190	11	4.5	0	25	320	15	3	2	8	8.7	"Low: dietary fiber, protein"	Sandwiches	Beef	
Sandwiches	Taco Bell	Soft Taco - Beef	"Soft Taco - Beef, Tacos"	180	9	4	0	25	500	18	3	1	9	8.9	"Low: dietary fiber, protein"	Sandwiches	Beef	
Sandwiches	Taco Bell	Soft Taco Supreme - Beef	"Soft Taco Supreme - Beef, Tacos"	210	10	5	0	25	510	20	3	2	9	8.6	"Low: dietary fiber, protein"	Sandwiches	Beef	
Sandwiches	Taco Bell	Chalupa Supreme - Beef	"Chalupa Supreme - Beef, Tacos"	360	21	6	0	25	570	31	4	4	12	8.3	Low: dietary fiber	Sandwiches	Beef	
Sandwiches	Taco Bell	Chalupa Supreme - Chicken	"Chalupa Supreme - Chicken, Tacos"	340	17	4	0	35	580	29	3	4	16	8.9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Taco Bell	Chalupa Supreme - Steak	"Chalupa Supreme - Steak, Tacos"	350	18	4.5	0	30	590	30	3	4	15	8.7	Low: dietary fiber	Sandwiches	Beef	
Sandwiches	Taco Bell	Crunchwrap Supreme - Specialties	Crunchwrap Supreme - Specialties	540	21	7	0	20	1210	73	6	6	15	8	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Taco Bell	Cheesy Roll Up - Value Menu	"Cheesy Roll Up - Value Menu, New Cravings Value Menu, Specialties, Veggie Cravings"	180	9	6	0	20	430	17	1	1	8	8.2	"Low: dietary fiber, protein"	Sandwiches	Dairy	
Sandwiches	Taco Bell	Beefy 5-Layer Burrito	"Beefy 5-Layer Burrito, Burritos"	490	18	7	0	25	1260	65	8	5	18	8.8	"High: saturated fat, sodium"	Sandwiches	Beef	
Sandwiches	Taco Bell	Cheesy Gordita Crunch	"Cheesy Gordita Crunch, Tacos, Specialties"	500	28	10	0	50	840	41	5	5	20	7.6	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Taco Bell	Soft Taco - Chicken	"Soft Taco - Chicken, Tacos"	160	5	2.5	0	30	510	16	1	1	12	9.1	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Taco Bell	Breakfast Crunchwrap - Bacon	"Breakfast Crunchwrap - Bacon, Breakfast"	670	40	13	0	135	1300	52	4	3	21	5.8	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Breakfast Crunchwrap - Sausage	"Breakfast Crunchwrap - Sausage, Breakfast"	730	47	15	0	140	1290	52	4	3	20	5.7	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Nacho Cheese Doritos Locos Taco Supreme	"Nacho Cheese Doritos Locos Taco Supreme, Tacos"	190	11	4.5	0	25	360	15	3	2	8	8.7	"Low: dietary fiber, protein"	Sandwiches	Cheese	
Sandwiches	Taco Bell	Spicy Potato Soft Taco	"Spicy Potato Soft Taco, Veggie Cravings, New Cravings Value Menu"	240	12	3	0	10	480	28	2	1	5	8.3	"Low: dietary fiber, protein"	Sandwiches	Chicken	
Sandwiches	Taco Bell	Breakfast Crunchwrap - Steak	"Breakfast Crunchwrap - Steak, Breakfast"	660	38	12	0	140	1360	53	4	3	24	5.8	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Taco Bell	Black Bean Quesarito (V)	"Black Bean Quesarito (V), Quesadillas, Specialties, Veggie Cravings"	630	30	11	0	35	1310	71	7	5	19	7.6	"High: total fat, saturated fat, sodium"	Sandwiches	Veggie	
Sandwiches	Taco Bell	Black Bean Crunchwrap Supreme - Specialties	"Black Bean Crunchwrap Supreme - Specialties, Veggie Cravings"	520	18	5	0	5	1100	77	7	6	13	8.6	High: sodium	Sandwiches	Veggie	
Sandwiches	Taco Bell	Soft Taco Supreme - Chicken	"Soft Taco Supreme - Chicken, Tacos"	190	7	3.5	0	35	520	18	2	2	13	9.1	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Taco Bell	Quesadilla - Specialties	Quesadilla - Specialties	520	26	13	0	75	1260	41	3	3	26	6.7	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Taco Bell	Beef Burrito - Value Menu	"Beef Burrito - Value Menu, New Cravings Value Menu"	430	19	6	0	20	990	49	4	3	12	7.9	High: sodium | Low: dietary fiber	Sandwiches	Beef	
Sandwiches	Taco Bell	Cheesy Toasted Breakfast Burrito - Bacon	"Cheesy Toasted Breakfast Burrito - Bacon, Breakfast"	350	16	5	0	105	880	38	2	3	13	7.3	"High: cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Cheesy Toasted Breakfast Burrito - Fiesta Potato (V)	"Cheesy Toasted Breakfast Burrito - Fiesta Potato (V), Breakfast"	340	14	3.5	0	95	770	44	3	3	9	7.5	"High: sodium | Low: dietary fiber, protein"	Sandwiches	Veggie	
Sandwiches	Taco Bell	Cheesy Toasted Breakfast Burrito - Sausage	"Cheesy Toasted Breakfast Burrito - Sausage, Breakfast"	350	17	6	0	105	770	38	2	3	10	6.9	"High: cholesterol, sodium | Low: dietary fiber, protein"	Sandwiches	Pork	
Sandwiches	Taco Bell	Grande Toasted Breakfast Burrito - Bacon	"Grande Toasted Breakfast Burrito - Bacon, Breakfast"	570	30	11	0	220	1310	52	4	3	23	6.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Grande Toasted Breakfast Burrito - Sausage	"Grande Toasted Breakfast Burrito - Sausage, Breakfast"	570	31	12	0	220	1190	51	4	3	21	6.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Grande Toasted Breakfast Burrito - Steak	"Grande Toasted Breakfast Burrito - Steak, Breakfast"	570	28	10	0	230	1370	52	4	4	27	6.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Taco Bell	Hash Brown Toasted Breakfast Burrito - Bacon	"Hash Brown Toasted Breakfast Burrito - Bacon, Breakfast"	580	32	10	0	130	1290	52	3	3	20	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Hash Brown Toasted Breakfast Burrito - Sausage	"Hash Brown Toasted Breakfast Burrito - Sausage, Breakfast"	570	33	11	0	125	1170	52	3	3	18	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Hash Brown Toasted Breakfast Burrito - Steak	"Hash Brown Toasted Breakfast Burrito - Steak, Breakfast"	570	30	10	0	135	1350	53	3	3	24	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Pizza	Taco Bell	Mexican Pizza - Specialties	Mexican Pizza - Specialties	540	29	8	0	40	940	49	10	3	19	8.8	"High: total fat, saturated fat, sodium"	Pizza	Dairy	
Pizza	Taco Bell	Mexican Pizza - Veggie - Specialties	Mexican Pizza - Veggie - Specialties	470	25	6	0	20	690	46	8	3	14	9.1	Balanced	Pizza	Veggie	
Sandwiches	Taco Bell	Beefy Melt Burrito - Value Menu	"Beefy Melt Burrito - Value Menu, New Cravings Value Menu"	620	29	11	0	45	1190	70	6	4	20	7.4	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Taco Bell	Black Bean Chalupa Supreme - Online Exclusive	Black Bean Chalupa Supreme - Online Exclusive	340	18	4	0	10	460	36	6	4	10	9.1	"Low: dietary fiber, protein"	Sandwiches	Veggie	
Sandwiches	Taco Bell	Black Bean Chalupa Supreme - Specialties	Black Bean Chalupa Supreme - Specialties	340	18	4	0	10	460	36	6	4	10	9.1	"Low: dietary fiber, protein"	Sandwiches	Veggie	
Sandwiches	Taco Bell	Black Bean Chalupa Supreme	"Black Bean Chalupa Supreme, Veggie Cravings"	340	18	4	0	10	460	36	6	4	10	9.1	"Low: dietary fiber, protein"	Sandwiches	Veggie	
Sandwiches	Taco Bell	Breakfast Quesadilla - Bacon	"Breakfast Quesadilla - Bacon, Breakfast"	510	27	14	0	150	1250	41	3	3	25	6.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Breakfast Quesadilla - Sausage	"Breakfast Quesadilla - Sausage, Breakfast"	510	29	15	0	150	1130	40	3	3	23	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Taco Bell	Breakfast Quesadilla - Steak	"Breakfast Quesadilla - Steak, Breakfast"	510	25	14	0	160	1310	41	3	4	28	6.1	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Taco Bell	Chalupa Supreme - Specialties	Chalupa Supreme - Specialties	360	21	6	0	25	570	31	4	4	12	8.3	Low: dietary fiber	Sandwiches	Beef	
Sandwiches	Taco Bell	Chipotle Ranch Grilled Chicken Burrito - Value Menu	"Chipotle Ranch Grilled Chicken Burrito - Value Menu, New Cravings Value Menu"	510	29	7	0	45	950	47	4	3	17	7.7	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Taco Bell	Crispy Melt Taco - Beef	"Crispy Melt Taco - Beef, New"	280	17	6	0	35	540	21	4	2	10	8.4	"Low: dietary fiber, protein"	Sandwiches	Beef	
Sandwiches	Taco Bell	Crispy Melt Taco - Black Beans	"Crispy Melt Taco - Black Beans, New"	260	14	4.5	0	15	440	26	5	3	9	9	"Low: dietary fiber, protein"	Sandwiches	Beef	
Sandwiches	Taco Bell	Fiesta Veggie Burrito - Value Menu	"Fiesta Veggie Burrito - Value Menu, New Cravings Value Menu"	570	28	8	0	25	1030	65	8	4	14	8.1	"High: total fat, saturated fat, sodium"	Sandwiches	Veggie	
Sandwiches	Taco Bell	Quesarito - Specialties	Quesarito - Specialties	650	33	13	0.5	50	1420	67	5	4	21	6.3	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Beef	
Sandwiches	Taco Bell	Soft Taco - Specialties	Soft Taco - Specialties	180	9	4	0	25	500	18	3	1	9	8.9	"Low: dietary fiber, protein"	Sandwiches	Beef	
Sandwiches	Taco Bell	Soft Taco Supreme - Specialties	Soft Taco Supreme - Specialties	210	10	5	0	25	510	20	3	2	9	8.6	"Low: dietary fiber, protein"	Sandwiches	Beef	
Burgers	Wendy's	Jr. Cheeseburger	"Jr. Cheeseburger, Sandwich Bun, American Cheese Slice, Jr. Hamburger Patty, Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Choice of Adding Lite, Regular or Xtra: Mayo, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Applewood Smoked Bacon, Muenster, Asiago, Hamburgers, Biggie Deals"	290	14	6	0.5	35	610	26	1	6	14	7.4	Low: dietary fiber	Burgers	Beef	
Burgers	Wendy's	Jr. Bacon Cheeseburger	"Jr. Bacon Cheeseburger, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals"	370	23	8	1	45	650	25	1	5	18	6.3	"High: saturated fat, trans fat | Low: dietary fiber"	Burgers	Pork	
Burgers	Wendy's	Double Stack	"Double Stack, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Choice of Adding Lite, Regular or Xtra: Mayo, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Applewood Smoked Bacon, Muenster, Asiago, Hamburgers, Biggie Deals"	410	24	10	1.5	60	690	26	1	6	23	5.7	"High: saturated fat, trans fat | Low: dietary fiber"	Burgers	Beef	
Burgers	Wendy's	Jr. Cheeseburger Deluxe	"Jr. Cheeseburger Deluxe, Sandwich Bun, American Cheese Slice, Jr. Hamburger Patty, Mayo, Ketchup, Crinkle Cut Pickles, Sweet Onion, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Mustard, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Applewood Smoked Bacon, Muenster, Asiago, Hamburgers, Biggie Deals"	340	20	7	1	40	610	27	1	6	15	6.4	"High: saturated fat, trans fat | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Wendy's	Crispy Chicken Sandwich	"Crispy Chicken Sandwich, Sandwich Bun, Crispy Chicken Patty, Mayo, Lettuce, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Smoky Honey Mustard, Ketchup, Mustard, Ranch, Bourbon Bacon Sauce, Sweet Onion, Choice of Adding: Applewood Smoked Bacon, Asiago, Chicken, Nuggets & More, Biggie Deals"	330	16	3	0	35	680	33	1	4	14	8.3	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Wendy's	Spicy Chicken Sandwich	"Spicy Chicken Sandwich, Premium Bun, Spicy Chicken Breast, Lettuce, Tomato, Mayo, Choice of Adding Lite, Regular or Xtra: Crispy Onions, Marinara, Ketchup, Smoky Honey Mustard, Mustard, Ranch, Bourbon Bacon Sauce, Cheddar Cheese Sauce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Fried Mozzarella, Applewood Smoked Bacon, Avocado, American Cheese Slice, Asiago, Chicken, Nuggets & More"	490	20	3.5	0	70	1160	50	3	5	28	7.8	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Soup	Wendy's	"Chili, Small"	"Chili, Small, Choice of Adding: Light Sour Cream, Hot Sauce, Saltine Packet, Choice of Adding Lite, Regular or Extra: Shredded Cheddar, Sweet Onion, Fries & Sides"	240	11	4.5	0.5	20	910	22	6	6	16	8.8	High: sodium | Low: dietary fiber	Soup	Beef	
Soup	Wendy's	"Chili, Large"	"Chili, Large, Choice of Adding: Light Sour Cream, Hot Sauce, Saltine Packet, Choice of Adding Lite, Regular or Extra: Shredded Cheddar, Sweet Onion, Fries & Sides"	340	15	6	1	30	1270	31	8	8	22	7.8	"High: trans fat, sodium"	Soup	Beef	
Burgers	Wendy's	Baconator	"Baconator, Premium Bun, Ketchup, Mayo, American Cheese Slice, Hamburger Patties, Applewood Smoked Bacon, Choice of Adding Lite, Regular or Xtra: Marinara, Tomato, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Smoky Honey Mustard, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers"	960	66	27	3	155	1540	36	1	7	57	3.2	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Pork	
Burgers	Wendy's	Dave's Double	"Dave's Double, Premium Bun, Lettuce, Sweet Onion, Crinkle Cut Pickles, Tomato, Ketchup, Mayo, American Cheese Slice, Hamburger Patty, Choice of Adding Lite, Regular or Xtra: Marinara, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers"	850	57	23	3	135	1200	37	2	8	49	3.6	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Wendy's	Dave's Triple	"Dave's Triple, Premium Bun, Lettuce, Sweet Onion, Crinkle Cut Pickles, Tomato, Ketchup, Mayo, American Cheese Slice, Hamburger Patty, Choice of Adding Lite, Regular or Xtra: Marinara, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Applewood Smoked Bacon, Muenster, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers"	1160	81	34	4.5	200	1570	38	2	8	70	3.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Wendy's	Son of Baconator	"Son of Baconator, Premium Bun, Ketchup, Mayo, Jr. Hamburger Patties, Applewood Smoked Bacon, American Cheese Slice, Choice of Adding Lite, Regular or Xtra: Marinara, Mustard, Ranch, Bourbon Bacon Sauce,  Blue Cheese Crumbles, Shredded Cheddar Cheese, Lettuce, Sweet Onion, Crinkle Cut Pickles, Choice of Adding: Applewood Smoked Bacon, Avocado, American Cheese Slice, Crispy Onions, Asiago, Hamburgers"	630	40	16	1.5	85	1210	36	1	7	32	4.2	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Pork	
Sandwiches	Wendy's	Crispy Chicken BLT	"Crispy Chicken BLT, Sandwich Bun, American Cheese Slice, Crispy Chicken Patty, Applewood Smoked Bacon, Mayo, Tomato, Lettuce, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Shredded Cheddar Cheese, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Muenster, Chicken, Nuggets & More, Biggie Deals"	420	23	6	0	50	1010	35	1	5	19	7.3	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Salads	Wendy's	Taco Salad	"Taco Salad, Chili, Light Sour Cream, Signature Salsa, Taco Chips, Choice of Dressing: Pomegranate Vinaigrette, Southwest Ranch, Caesar or Ranch Dressing, Choice of Adding Lite, Regular or Xtra: Sweet Onion, Blue Cheese Crumbles, Shredded Cheddar, Choice of Adding: Saltine Packet, Avocado, Roasted Pecans, Fresh Made Salads"	690	34	13	1	60	1870	68	12	16	30	5.8	"High: calories, total fat, saturated fat, trans fat, sodium"	Salads	Veggie	
Sandwiches	Wendy's	Spicy Asiago Ranch Club	"Spicy Asiago Ranch Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Spicy Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Cheddar Cheese Sauce, Beer Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More"	620	31	8	0	95	1570	51	3	6	36	6.4	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Wendy's	Asiago Ranch Classic Chicken Club	"Asiago Ranch Classic Chicken Club, Premium Bun, Asiago, Lettuce, Tomato, Ranch, Applewood Smoked Bacon, Classic Chicken Breast, Choice of Adding Lite, Regular or Xtra: Crinkle Cut Pickles, Marinara, Smoky Honey Mustard, Ketchup, Mayo, Mustard, Ranch, Bourbon Bacon Sauce, Blue Cheese Crumbles, Shredded Cheddar Cheese, Beer Cheese Sauce, Cheddar Cheese Sauce, Lettuce, Sweet Onion, Choice of Adding: Fried Mozzarella, Crispy Onions, Avocado, American Cheese Slice, Muenster, Chicken, Nuggets & More"	630	31	8	0	100	1800	50	2	6	36	6.1	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Burgers	Wendy's	Bacon Double Stack	"Bacon Double Stack, Sandwich Bun, American Cheese Slice, Applewood Smoked Bacon, Jr. Hamburger Patties, Mustard, Ketchup, Crinkle Cut Pickles, Sweet Onion, Choice of Adding Lite, Regular or Xtra: Mayo, Ranch, Bourbon Bacon Sauce, Smoky Honey Mustard, Shredded Cheddar Cheese, Beer Cheese Sauce, Tomato, Lettuce, Choice of Adding:  Muenster, Asiago, Hamburgers, Biggie Deals"	440	26	11	1.5	65	820	26	1	6	26	5.4	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Pork	
